"동별","구분별","항목","단위","2024. 1/4","2024. 2/4",
"용신동","전체인구","고령자현황(동별)","","40283","40362",
"용신동","남자","고령자현황(동별)","","19667","19681",
"용신동","여자","고령자현황(동별)","","20616","20681",
"용신동","65세이상 인구","고령자현황(동별)","","6746","6816",
"용신동","남자","고령자현황(동별)","","3106","3134",
"용신동","여자","고령자현황(동별)","","3640","3682",
"용신동","내국인","고령자현황(동별)","","6681","6751",
"용신동","남자","고령자현황(동별)","","3074","3102",
"용신동","여자","고령자현황(동별)","","3607","3649",
"용신동","등록외국인","고령자현황(동별)","","65","65",
"용신동","남자","고령자현황(동별)","","32","32",
"용신동","여자","고령자현황(동별)","","33","33",
"제기동","전체인구","고령자현황(동별)","","25372","25322",
"제기동","남자","고령자현황(동별)","","12609","12588",
"제기동","여자","고령자현황(동별)","","12763","12734",
"제기동","65세이상 인구","고령자현황(동별)","","5772","5799",
"제기동","남자","고령자현황(동별)","","2586","2596",
"제기동","여자","고령자현황(동별)","","3186","3203",
"제기동","내국인","고령자현황(동별)","","5742","5770",
"제기동","남자","고령자현황(동별)","","2574","2584",
"제기동","여자","고령자현황(동별)","","3168","3186",
"제기동","등록외국인","고령자현황(동별)","","30","29",
"제기동","남자","고령자현황(동별)","","12","12",
"제기동","여자","고령자현황(동별)","","18","17",
"전농1동","전체인구","고령자현황(동별)","","33590","33757",
"전농1동","남자","고령자현황(동별)","","16635","16711",
"전농1동","여자","고령자현황(동별)","","16955","17046",
"전농1동","65세이상 인구","고령자현황(동별)","","6289","6348",
"전농1동","남자","고령자현황(동별)","","2839","2870",
"전농1동","여자","고령자현황(동별)","","3450","3478",
"전농1동","내국인","고령자현황(동별)","","6254","6312",
"전농1동","남자","고령자현황(동별)","","2824","2854",
"전농1동","여자","고령자현황(동별)","","3430","3458",
"전농1동","등록외국인","고령자현황(동별)","","35","36",
"전농1동","남자","고령자현황(동별)","","15","16",
"전농1동","여자","고령자현황(동별)","","20","20",
"전농2동","전체인구","고령자현황(동별)","","18301","18252",
"전농2동","남자","고령자현황(동별)","","8664","8623",
"전농2동","여자","고령자현황(동별)","","9637","9629",
"전농2동","65세이상 인구","고령자현황(동별)","","3996","4051",
"전농2동","남자","고령자현황(동별)","","1719","1728",
"전농2동","여자","고령자현황(동별)","","2277","2323",
"전농2동","내국인","고령자현황(동별)","","3993","4048",
"전농2동","남자","고령자현황(동별)","","1719","1728",
"전농2동","여자","고령자현황(동별)","","2274","2320",
"전농2동","등록외국인","고령자현황(동별)","","3","3",
"전농2동","남자","고령자현황(동별)","","-","-",
"전농2동","여자","고령자현황(동별)","","3","3",
"답십리2동","전체인구","고령자현황(동별)","","27713","27661",
"답십리2동","남자","고령자현황(동별)","","13312","13255",
"답십리2동","여자","고령자현황(동별)","","14401","14406",
"답십리2동","65세이상 인구","고령자현황(동별)","","6056","6120",
"답십리2동","남자","고령자현황(동별)","","2658","2675",
"답십리2동","여자","고령자현황(동별)","","3398","3445",
"답십리2동","내국인","고령자현황(동별)","","6049","6113",
"답십리2동","남자","고령자현황(동별)","","2654","2671",
"답십리2동","여자","고령자현황(동별)","","3395","3442",
"답십리2동","등록외국인","고령자현황(동별)","","7","7",
"답십리2동","남자","고령자현황(동별)","","4","4",
"답십리2동","여자","고령자현황(동별)","","3","3",
"장안1동","전체인구","고령자현황(동별)","","38089","38086",
"장안1동","남자","고령자현황(동별)","","18731","18691",
"장안1동","여자","고령자현황(동별)","","19358","19395",
"장안1동","65세이상 인구","고령자현황(동별)","","7267","7322",
"장안1동","남자","고령자현황(동별)","","3329","3384",
"장안1동","여자","고령자현황(동별)","","3938","3938",
"장안1동","내국인","고령자현황(동별)","","7244","7299",
"장안1동","남자","고령자현황(동별)","","3319","3374",
"장안1동","여자","고령자현황(동별)","","3925","3925",
"장안1동","등록외국인","고령자현황(동별)","","23","23",
"장안1동","남자","고령자현황(동별)","","10","10",
"장안1동","여자","고령자현황(동별)","","13","13",
"장안2동","전체인구","고령자현황(동별)","","32975","32948",
"장안2동","남자","고령자현황(동별)","","16275","16219",
"장안2동","여자","고령자현황(동별)","","16700","16729",
"장안2동","65세이상 인구","고령자현황(동별)","","5827","5909",
"장안2동","남자","고령자현황(동별)","","2640","2665",
"장안2동","여자","고령자현황(동별)","","3187","3244",
"장안2동","내국인","고령자현황(동별)","","5819","5901",
"장안2동","남자","고령자현황(동별)","","2633","2658",
"장안2동","여자","고령자현황(동별)","","3186","3243",
"장안2동","등록외국인","고령자현황(동별)","","8","8",
"장안2동","남자","고령자현황(동별)","","7","7",
"장안2동","여자","고령자현황(동별)","","1","1",
"이문1동","전체인구","고령자현황(동별)","","21467","21380",
"이문1동","남자","고령자현황(동별)","","10124","10086",
"이문1동","여자","고령자현황(동별)","","11343","11294",
"이문1동","65세이상 인구","고령자현황(동별)","","3366","3380",
"이문1동","남자","고령자현황(동별)","","1463","1463",
"이문1동","여자","고령자현황(동별)","","1903","1917",
"이문1동","내국인","고령자현황(동별)","","3345","3358",
"이문1동","남자","고령자현황(동별)","","1449","1449",
"이문1동","여자","고령자현황(동별)","","1896","1909",
"이문1동","등록외국인","고령자현황(동별)","","21","22",
"이문1동","남자","고령자현황(동별)","","14","14",
"이문1동","여자","고령자현황(동별)","","7","8",
"이문2동","전체인구","고령자현황(동별)","","19848","19791",
"이문2동","남자","고령자현황(동별)","","9518","9504",
"이문2동","여자","고령자현황(동별)","","10330","10287",
"이문2동","65세이상 인구","고령자현황(동별)","","4323","4347",
"이문2동","남자","고령자현황(동별)","","1886","1897",
"이문2동","여자","고령자현황(동별)","","2437","2450",
"이문2동","내국인","고령자현황(동별)","","4308","4330",
"이문2동","남자","고령자현황(동별)","","1880","1889",
"이문2동","여자","고령자현황(동별)","","2428","2441",
"이문2동","등록외국인","고령자현황(동별)","","15","17",
"이문2동","남자","고령자현황(동별)","","6","8",
"이문2동","여자","고령자현황(동별)","","9","9",
"답십리1동","전체인구","고령자현황(동별)","","28229","28148",
"답십리1동","남자","고령자현황(동별)","","13499","13464",
"답십리1동","여자","고령자현황(동별)","","14730","14684",
"답십리1동","65세이상 인구","고령자현황(동별)","","4420","4479",
"답십리1동","남자","고령자현황(동별)","","1994","2013",
"답십리1동","여자","고령자현황(동별)","","2426","2466",
"답십리1동","내국인","고령자현황(동별)","","4407","4468",
"답십리1동","남자","고령자현황(동별)","","1988","2008",
"답십리1동","여자","고령자현황(동별)","","2419","2460",
"답십리1동","등록외국인","고령자현황(동별)","","13","11",
"답십리1동","남자","고령자현황(동별)","","6","5",
"답십리1동","여자","고령자현황(동별)","","7","6",
"중랑구","전체인구","고령자현황(동별)","","387433","386782",
"중랑구","남자","고령자현황(동별)","","189247","188839",
"중랑구","여자","고령자현황(동별)","","198186","197943",
"중랑구","65세이상 인구","고령자현황(동별)","","80250","81160",
"중랑구","남자","고령자현황(동별)","","36117","36553",
"중랑구","여자","고령자현황(동별)","","44133","44607",
"중랑구","내국인","고령자현황(동별)","","80055","80965",
"중랑구","남자","고령자현황(동별)","","36038","36471",
"중랑구","여자","고령자현황(동별)","","44017","44494",
"중랑구","등록외국인","고령자현황(동별)","","195","195",
"중랑구","남자","고령자현황(동별)","","79","82",
"중랑구","여자","고령자현황(동별)","","116","113",
"면목2동","전체인구","고령자현황(동별)","","23879","23805",
"면목2동","남자","고령자현황(동별)","","11795","11745",
"면목2동","여자","고령자현황(동별)","","12084","12060",
"면목2동","65세이상 인구","고령자현황(동별)","","5133","5185",
"면목2동","남자","고령자현황(동별)","","2285","2306",
"면목2동","여자","고령자현황(동별)","","2848","2879",
"면목2동","내국인","고령자현황(동별)","","5121","5173",
"면목2동","남자","고령자현황(동별)","","2280","2301",
"면목2동","여자","고령자현황(동별)","","2841","2872",
"면목2동","등록외국인","고령자현황(동별)","","12","12",
"면목2동","남자","고령자현황(동별)","","5","5",
"면목2동","여자","고령자현황(동별)","","7","7",
"면목4동","전체인구","고령자현황(동별)","","18419","18364",
"면목4동","남자","고령자현황(동별)","","9138","9117",
"면목4동","여자","고령자현황(동별)","","9281","9247",
"면목4동","65세이상 인구","고령자현황(동별)","","4153","4186",
"면목4동","남자","고령자현황(동별)","","1806","1814",
"면목4동","여자","고령자현황(동별)","","2347","2372",
"면목4동","내국인","고령자현황(동별)","","4144","4177",
"면목4동","남자","고령자현황(동별)","","1803","1811",
"면목4동","여자","고령자현황(동별)","","2341","2366",
"면목4동","등록외국인","고령자현황(동별)","","9","9",
"면목4동","남자","고령자현황(동별)","","3","3",
"면목4동","여자","고령자현황(동별)","","6","6",
"면목5동","전체인구","고령자현황(동별)","","14641","14611",
"면목5동","남자","고령자현황(동별)","","7270","7260",
"면목5동","여자","고령자현황(동별)","","7371","7351",
"면목5동","65세이상 인구","고령자현황(동별)","","2581","2615",
"면목5동","남자","고령자현황(동별)","","1169","1192",
"면목5동","여자","고령자현황(동별)","","1412","1423",
"면목5동","내국인","고령자현황(동별)","","2576","2609",
"면목5동","남자","고령자현황(동별)","","1167","1190",
"면목5동","여자","고령자현황(동별)","","1409","1419",
"면목5동","등록외국인","고령자현황(동별)","","5","6",
"면목5동","남자","고령자현황(동별)","","2","2",
"면목5동","여자","고령자현황(동별)","","3","4",
"면목7동","전체인구","고령자현황(동별)","","21505","21456",
"면목7동","남자","고령자현황(동별)","","10647","10627",
"면목7동","여자","고령자현황(동별)","","10858","10829",
"면목7동","65세이상 인구","고령자현황(동별)","","4746","4803",
"면목7동","남자","고령자현황(동별)","","2185","2206",
"면목7동","여자","고령자현황(동별)","","2561","2597",
"면목7동","내국인","고령자현황(동별)","","4729","4787",
"면목7동","남자","고령자현황(동별)","","2180","2201",
"면목7동","여자","고령자현황(동별)","","2549","2586",
"면목7동","등록외국인","고령자현황(동별)","","17","16",
"면목7동","남자","고령자현황(동별)","","5","5",
"면목7동","여자","고령자현황(동별)","","12","11",
"상봉1동","전체인구","고령자현황(동별)","","23200","23039",
"상봉1동","남자","고령자현황(동별)","","11243","11164",
"상봉1동","여자","고령자현황(동별)","","11957","11875",
"상봉1동","65세이상 인구","고령자현황(동별)","","4386","4438",
"상봉1동","남자","고령자현황(동별)","","1956","1981",
"상봉1동","여자","고령자현황(동별)","","2430","2457",
"상봉1동","내국인","고령자현황(동별)","","4381","4432",
"상봉1동","남자","고령자현황(동별)","","1953","1977",
"상봉1동","여자","고령자현황(동별)","","2428","2455",
"상봉1동","등록외국인","고령자현황(동별)","","5","6",
"상봉1동","남자","고령자현황(동별)","","3","4",
"상봉1동","여자","고령자현황(동별)","","2","2",
"상봉2동","전체인구","고령자현황(동별)","","20941","20996",
"상봉2동","남자","고령자현황(동별)","","9900","9884",
"상봉2동","여자","고령자현황(동별)","","11041","11112",
"상봉2동","65세이상 인구","고령자현황(동별)","","3263","3349",
"상봉2동","남자","고령자현황(동별)","","1508","1542",
"상봉2동","여자","고령자현황(동별)","","1755","1807",
"상봉2동","내국인","고령자현황(동별)","","3254","3338",
"상봉2동","남자","고령자현황(동별)","","1503","1536",
"상봉2동","여자","고령자현황(동별)","","1751","1802",
"상봉2동","등록외국인","고령자현황(동별)","","9","11",
"상봉2동","남자","고령자현황(동별)","","5","6",
"상봉2동","여자","고령자현황(동별)","","4","5",
"중화1동","전체인구","고령자현황(동별)","","18850","18768",
"중화1동","남자","고령자현황(동별)","","9299","9262",
"중화1동","여자","고령자현황(동별)","","9551","9506",
"중화1동","65세이상 인구","고령자현황(동별)","","4108","4149",
"중화1동","남자","고령자현황(동별)","","1894","1907",
"중화1동","여자","고령자현황(동별)","","2214","2242",
"중화1동","내국인","고령자현황(동별)","","4096","4137",
"중화1동","남자","고령자현황(동별)","","1890","1903",
"중화1동","여자","고령자현황(동별)","","2206","2234",
"중화1동","등록외국인","고령자현황(동별)","","12","12",
"중화1동","남자","고령자현황(동별)","","4","4",
"중화1동","여자","고령자현황(동별)","","8","8",
"중화2동","전체인구","고령자현황(동별)","","24191","24136",
"중화2동","남자","고령자현황(동별)","","12328","12282",
"중화2동","여자","고령자현황(동별)","","11863","11854",
"중화2동","65세이상 인구","고령자현황(동별)","","5465","5513",
"중화2동","남자","고령자현황(동별)","","2536","2562",
"중화2동","여자","고령자현황(동별)","","2929","2951",
"중화2동","내국인","고령자현황(동별)","","5433","5481",
"중화2동","남자","고령자현황(동별)","","2525","2550",
"중화2동","여자","고령자현황(동별)","","2908","2931",
"중화2동","등록외국인","고령자현황(동별)","","32","32",
"중화2동","남자","고령자현황(동별)","","11","12",
"중화2동","여자","고령자현황(동별)","","21","20",
"묵1동","전체인구","고령자현황(동별)","","33826","33670",
"묵1동","남자","고령자현황(동별)","","16050","15982",
"묵1동","여자","고령자현황(동별)","","17776","17688",
"묵1동","65세이상 인구","고령자현황(동별)","","6537","6593",
"묵1동","남자","고령자현황(동별)","","2933","2955",
"묵1동","여자","고령자현황(동별)","","3604","3638",
"묵1동","내국인","고령자현황(동별)","","6530","6586",
"묵1동","남자","고령자현황(동별)","","2930","2952",
"묵1동","여자","고령자현황(동별)","","3600","3634",
"묵1동","등록외국인","고령자현황(동별)","","7","7",
"묵1동","남자","고령자현황(동별)","","3","3",
"묵1동","여자","고령자현황(동별)","","4","4",
"묵2동","전체인구","고령자현황(동별)","","18361","18302",
"묵2동","남자","고령자현황(동별)","","8950","8933",
"묵2동","여자","고령자현황(동별)","","9411","9369",
"묵2동","65세이상 인구","고령자현황(동별)","","3981","4021",
"묵2동","남자","고령자현황(동별)","","1792","1817",
"묵2동","여자","고령자현황(동별)","","2189","2204",
"묵2동","내국인","고령자현황(동별)","","3967","4007",
"묵2동","남자","고령자현황(동별)","","1788","1813",
"묵2동","여자","고령자현황(동별)","","2179","2194",
"묵2동","등록외국인","고령자현황(동별)","","14","14",
"묵2동","남자","고령자현황(동별)","","4","4",
"묵2동","여자","고령자현황(동별)","","10","10",
"망우3동","전체인구","고령자현황(동별)","","16076","16021",
"망우3동","남자","고령자현황(동별)","","8051","7986",
"망우3동","여자","고령자현황(동별)","","8025","8035",
"망우3동","65세이상 인구","고령자현황(동별)","","3765","3819",
"망우3동","남자","고령자현황(동별)","","1764","1800",
"망우3동","여자","고령자현황(동별)","","2001","2019",
"망우3동","내국인","고령자현황(동별)","","3761","3816",
"망우3동","남자","고령자현황(동별)","","1762","1798",
"망우3동","여자","고령자현황(동별)","","1999","2018",
"망우3동","등록외국인","고령자현황(동별)","","4","3",
"망우3동","남자","고령자현황(동별)","","2","2",
"망우3동","여자","고령자현황(동별)","","2","1",
"신내1동","전체인구","고령자현황(동별)","","37682","37567",
"신내1동","남자","고령자현황(동별)","","18118","18055",
"신내1동","여자","고령자현황(동별)","","19564","19512",
"신내1동","65세이상 인구","고령자현황(동별)","","7752","7837",
"신내1동","남자","고령자현황(동별)","","3440","3489",
"신내1동","여자","고령자현황(동별)","","4312","4348",
"신내1동","내국인","고령자현황(동별)","","7744","7829",
"신내1동","남자","고령자현황(동별)","","3435","3483",
"신내1동","여자","고령자현황(동별)","","4309","4346",
"신내1동","등록외국인","고령자현황(동별)","","8","8",
"신내1동","남자","고령자현황(동별)","","5","6",
"신내1동","여자","고령자현황(동별)","","3","2",
"신내2동","전체인구","고령자현황(동별)","","19634","19568",
"신내2동","남자","고령자현황(동별)","","9244","9205",
"신내2동","여자","고령자현황(동별)","","10390","10363",
"신내2동","65세이상 인구","고령자현황(동별)","","4616","4656",
"신내2동","남자","고령자현황(동별)","","1975","1997",
"신내2동","여자","고령자현황(동별)","","2641","2659",
"신내2동","내국인","고령자현황(동별)","","4614","4654",
"신내2동","남자","고령자현황(동별)","","1974","1996",
"신내2동","여자","고령자현황(동별)","","2640","2658",
"신내2동","등록외국인","고령자현황(동별)","","2","2",
"신내2동","남자","고령자현황(동별)","","1","1",
"신내2동","여자","고령자현황(동별)","","1","1",
"면목본동","전체인구","고령자현황(동별)","","33453","33421",
"면목본동","남자","고령자현황(동별)","","16394","16371",
"면목본동","여자","고령자현황(동별)","","17059","17050",
"면목본동","65세이상 인구","고령자현황(동별)","","6685","6761",
"면목본동","남자","고령자현황(동별)","","2931","2967",
"면목본동","여자","고령자현황(동별)","","3754","3794",
"면목본동","내국인","고령자현황(동별)","","6662","6738",
"면목본동","남자","고령자현황(동별)","","2921","2957",
"면목본동","여자","고령자현황(동별)","","3741","3781",
"면목본동","등록외국인","고령자현황(동별)","","23","23",
"면목본동","남자","고령자현황(동별)","","10","10",
"면목본동","여자","고령자현황(동별)","","13","13",
"면목3.8동","전체인구","고령자현황(동별)","","24780","24637",
"면목3.8동","남자","고령자현황(동별)","","12147","12079",
"면목3.8동","여자","고령자현황(동별)","","12633","12558",
"면목3.8동","65세이상 인구","고령자현황(동별)","","5605","5665",
"면목3.8동","남자","고령자현황(동별)","","2504","2531",
"면목3.8동","여자","고령자현황(동별)","","3101","3134",
"면목3.8동","내국인","고령자현황(동별)","","5593","5653",
"면목3.8동","남자","고령자현황(동별)","","2496","2523",
"면목3.8동","여자","고령자현황(동별)","","3097","3130",
"면목3.8동","등록외국인","고령자현황(동별)","","12","12",
"면목3.8동","남자","고령자현황(동별)","","8","8",
"면목3.8동","여자","고령자현황(동별)","","4","4",
"망우본동","전체인구","고령자현황(동별)","","37995","38421",
"망우본동","남자","고령자현황(동별)","","18673","18887",
"망우본동","여자","고령자현황(동별)","","19322","19534",
"망우본동","65세이상 인구","고령자현황(동별)","","7474","7570",
"망우본동","남자","고령자현황(동별)","","3439","3487",
"망우본동","여자","고령자현황(동별)","","4035","4083",
"망우본동","내국인","고령자현황(동별)","","7450","7548",
"망우본동","남자","고령자현황(동별)","","3431","3480",
"망우본동","여자","고령자현황(동별)","","4019","4068",
"망우본동","등록외국인","고령자현황(동별)","","24","22",
"망우본동","남자","고령자현황(동별)","","8","7",
"망우본동","여자","고령자현황(동별)","","16","15",
"성북구","전체인구","고령자현황(동별)","","436901","436666",
"성북구","남자","고령자현황(동별)","","208020","207814",
"성북구","여자","고령자현황(동별)","","228881","228852",
"성북구","65세이상 인구","고령자현황(동별)","","81280","81965",
"성북구","남자","고령자현황(동별)","","35079","35374",
"성북구","여자","고령자현황(동별)","","46201","46591",
"성북구","내국인","고령자현황(동별)","","81069","81756",
"성북구","남자","고령자현황(동별)","","34973","35269",
"성북구","여자","고령자현황(동별)","","46096","46487",
"성북구","등록외국인","고령자현황(동별)","","211","209",
"성북구","남자","고령자현황(동별)","","106","105",
"성북구","여자","고령자현황(동별)","","105","104",
"돈암1동","전체인구","고령자현황(동별)","","14306","14234",
"돈암1동","남자","고령자현황(동별)","","6669","6649",
"돈암1동","여자","고령자현황(동별)","","7637","7585",
"돈암1동","65세이상 인구","고령자현황(동별)","","3151","3167",
"돈암1동","남자","고령자현황(동별)","","1334","1352",
"돈암1동","여자","고령자현황(동별)","","1817","1815",
"돈암1동","내국인","고령자현황(동별)","","3151","3167",
"돈암1동","남자","고령자현황(동별)","","1334","1352",
"돈암1동","여자","고령자현황(동별)","","1817","1815",
"돈암1동","등록외국인","고령자현황(동별)","","-","-",
"돈암1동","남자","고령자현황(동별)","","-","-",
"돈암1동","여자","고령자현황(동별)","","-","-",
"돈암2동","전체인구","고령자현황(동별)","","23562","23515",
"돈암2동","남자","고령자현황(동별)","","11130","11088",
"돈암2동","여자","고령자현황(동별)","","12432","12427",
"돈암2동","65세이상 인구","고령자현황(동별)","","3906","3920",
"돈암2동","남자","고령자현황(동별)","","1680","1681",
"돈암2동","여자","고령자현황(동별)","","2226","2239",
"돈암2동","내국인","고령자현황(동별)","","3900","3914",
"돈암2동","남자","고령자현황(동별)","","1678","1679",
"돈암2동","여자","고령자현황(동별)","","2222","2235",
"돈암2동","등록외국인","고령자현황(동별)","","6","6",
"돈암2동","남자","고령자현황(동별)","","2","2",
"돈암2동","여자","고령자현황(동별)","","4","4",
"안암동","전체인구","고령자현황(동별)","","17147","17354",
"안암동","남자","고령자현황(동별)","","8273","8342",
"안암동","여자","고령자현황(동별)","","8874","9012",
"안암동","65세이상 인구","고령자현황(동별)","","2203","2212",
"안암동","남자","고령자현황(동별)","","914","924",
"안암동","여자","고령자현황(동별)","","1289","1288",
"안암동","내국인","고령자현황(동별)","","2189","2198",
"안암동","남자","고령자현황(동별)","","906","916",
"안암동","여자","고령자현황(동별)","","1283","1282",
"안암동","등록외국인","고령자현황(동별)","","14","14",
"안암동","남자","고령자현황(동별)","","8","8",
"안암동","여자","고령자현황(동별)","","6","6",
"보문동","전체인구","고령자현황(동별)","","16577","16561",
"보문동","남자","고령자현황(동별)","","7902","7877",
"보문동","여자","고령자현황(동별)","","8675","8684",
"보문동","65세이상 인구","고령자현황(동별)","","2693","2726",
"보문동","남자","고령자현황(동별)","","1171","1180",
"보문동","여자","고령자현황(동별)","","1522","1546",
"보문동","내국인","고령자현황(동별)","","2682","2716",
"보문동","남자","고령자현황(동별)","","1165","1174",
"보문동","여자","고령자현황(동별)","","1517","1542",
"보문동","등록외국인","고령자현황(동별)","","11","10",
"보문동","남자","고령자현황(동별)","","6","6",
"보문동","여자","고령자현황(동별)","","5","4",
"정릉1동","전체인구","고령자현황(동별)","","17987","17962",
"정릉1동","남자","고령자현황(동별)","","8587","8572",
"정릉1동","여자","고령자현황(동별)","","9400","9390",
"정릉1동","65세이상 인구","고령자현황(동별)","","3371","3416",
"정릉1동","남자","고령자현황(동별)","","1426","1443",
"정릉1동","여자","고령자현황(동별)","","1945","1973",
"정릉1동","내국인","고령자현황(동별)","","3361","3406",
"정릉1동","남자","고령자현황(동별)","","1421","1438",
"정릉1동","여자","고령자현황(동별)","","1940","1968",
"정릉1동","등록외국인","고령자현황(동별)","","10","10",
"정릉1동","남자","고령자현황(동별)","","5","5",
"정릉1동","여자","고령자현황(동별)","","5","5",
"정릉2동","전체인구","고령자현황(동별)","","22715","22597",
"정릉2동","남자","고령자현황(동별)","","10891","10810",
"정릉2동","여자","고령자현황(동별)","","11824","11787",
"정릉2동","65세이상 인구","고령자현황(동별)","","4900","4930",
"정릉2동","남자","고령자현황(동별)","","2132","2134",
"정릉2동","여자","고령자현황(동별)","","2768","2796",
"정릉2동","내국인","고령자현황(동별)","","4892","4921",
"정릉2동","남자","고령자현황(동별)","","2129","2131",
"정릉2동","여자","고령자현황(동별)","","2763","2790",
"정릉2동","등록외국인","고령자현황(동별)","","8","9",
"정릉2동","남자","고령자현황(동별)","","3","3",
"정릉2동","여자","고령자현황(동별)","","5","6",
"정릉3동","전체인구","고령자현황(동별)","","16709","16658",
"정릉3동","남자","고령자현황(동별)","","8181","8148",
"정릉3동","여자","고령자현황(동별)","","8528","8510",
"정릉3동","65세이상 인구","고령자현황(동별)","","3515","3551",
"정릉3동","남자","고령자현황(동별)","","1431","1449",
"정릉3동","여자","고령자현황(동별)","","2084","2102",
"정릉3동","내국인","고령자현황(동별)","","3513","3549",
"정릉3동","남자","고령자현황(동별)","","1431","1449",
"정릉3동","여자","고령자현황(동별)","","2082","2100",
"정릉3동","등록외국인","고령자현황(동별)","","2","2",
"정릉3동","남자","고령자현황(동별)","","-","-",
"정릉3동","여자","고령자현황(동별)","","2","2",
"정릉4동","전체인구","고령자현황(동별)","","24503","24511",
"정릉4동","남자","고령자현황(동별)","","11606","11628",
"정릉4동","여자","고령자현황(동별)","","12897","12883",
"정릉4동","65세이상 인구","고령자현황(동별)","","5257","5281",
"정릉4동","남자","고령자현황(동별)","","2245","2249",
"정릉4동","여자","고령자현황(동별)","","3012","3032",
"정릉4동","내국인","고령자현황(동별)","","5251","5276",
"정릉4동","남자","고령자현황(동별)","","2242","2246",
"정릉4동","여자","고령자현황(동별)","","3009","3030",
"정릉4동","등록외국인","고령자현황(동별)","","6","5",
"정릉4동","남자","고령자현황(동별)","","3","3",
"정릉4동","여자","고령자현황(동별)","","3","2",
"길음1동","전체인구","고령자현황(동별)","","34807","35359",
"길음1동","남자","고령자현황(동별)","","16440","16704",
"길음1동","여자","고령자현황(동별)","","18367","18655",
"길음1동","65세이상 인구","고령자현황(동별)","","4974","5038",
"길음1동","남자","고령자현황(동별)","","2070","2100",
"길음1동","여자","고령자현황(동별)","","2904","2938",
"길음1동","내국인","고령자현황(동별)","","4962","5026",
"길음1동","남자","고령자현황(동별)","","2064","2094",
"길음1동","여자","고령자현황(동별)","","2898","2932",
"길음1동","등록외국인","고령자현황(동별)","","12","12",
"길음1동","남자","고령자현황(동별)","","6","6",
"길음1동","여자","고령자현황(동별)","","6","6",
"길음2동","전체인구","고령자현황(동별)","","21526","21523",
"길음2동","남자","고령자현황(동별)","","10291","10282",
"길음2동","여자","고령자현황(동별)","","11235","11241",
"길음2동","65세이상 인구","고령자현황(동별)","","3244","3289",
"길음2동","남자","고령자현황(동별)","","1420","1443",
"길음2동","여자","고령자현황(동별)","","1824","1846",
"길음2동","내국인","고령자현황(동별)","","3237","3282",
"길음2동","남자","고령자현황(동별)","","1414","1437",
"길음2동","여자","고령자현황(동별)","","1823","1845",
"길음2동","등록외국인","고령자현황(동별)","","7","7",
"길음2동","남자","고령자현황(동별)","","6","6",
"길음2동","여자","고령자현황(동별)","","1","1",
"월곡1동","전체인구","고령자현황(동별)","","25730","25543",
"월곡1동","남자","고령자현황(동별)","","12350","12244",
"월곡1동","여자","고령자현황(동별)","","13380","13299",
"월곡1동","65세이상 인구","고령자현황(동별)","","5206","5255",
"월곡1동","남자","고령자현황(동별)","","2327","2348",
"월곡1동","여자","고령자현황(동별)","","2879","2907",
"월곡1동","내국인","고령자현황(동별)","","5195","5244",
"월곡1동","남자","고령자현황(동별)","","2322","2343",
"월곡1동","여자","고령자현황(동별)","","2873","2901",
"월곡1동","등록외국인","고령자현황(동별)","","11","11",
"월곡1동","남자","고령자현황(동별)","","5","5",
"월곡1동","여자","고령자현황(동별)","","6","6",
"월곡2동","전체인구","고령자현황(동별)","","19492","19485",
"월곡2동","남자","고령자현황(동별)","","9208","9194",
"월곡2동","여자","고령자현황(동별)","","10284","10291",
"월곡2동","65세이상 인구","고령자현황(동별)","","3895","3939",
"월곡2동","남자","고령자현황(동별)","","1729","1748",
"월곡2동","여자","고령자현황(동별)","","2166","2191",
"월곡2동","내국인","고령자현황(동별)","","3885","3930",
"월곡2동","남자","고령자현황(동별)","","1725","1744",
"월곡2동","여자","고령자현황(동별)","","2160","2186",
"월곡2동","등록외국인","고령자현황(동별)","","10","9",
"월곡2동","남자","고령자현황(동별)","","4","4",
"월곡2동","여자","고령자현황(동별)","","6","5",
"장위1동","전체인구","고령자현황(동별)","","23508","23467",
"장위1동","남자","고령자현황(동별)","","11387","11380",
"장위1동","여자","고령자현황(동별)","","12121","12087",
"장위1동","65세이상 인구","고령자현황(동별)","","4438","4477",
"장위1동","남자","고령자현황(동별)","","1942","1960",
"장위1동","여자","고령자현황(동별)","","2496","2517",
"장위1동","내국인","고령자현황(동별)","","4428","4466",
"장위1동","남자","고령자현황(동별)","","1938","1956",
"장위1동","여자","고령자현황(동별)","","2490","2510",
"장위1동","등록외국인","고령자현황(동별)","","10","11",
"장위1동","남자","고령자현황(동별)","","4","4",
"장위1동","여자","고령자현황(동별)","","6","7",
"장위2동","전체인구","고령자현황(동별)","","13282","13217",
"장위2동","남자","고령자현황(동별)","","6488","6450",
"장위2동","여자","고령자현황(동별)","","6794","6767",
"장위2동","65세이상 인구","고령자현황(동별)","","3302","3329",
"장위2동","남자","고령자현황(동별)","","1419","1431",
"장위2동","여자","고령자현황(동별)","","1883","1898",
"장위2동","내국인","고령자현황(동별)","","3297","3325",
"장위2동","남자","고령자현황(동별)","","1416","1428",
"장위2동","여자","고령자현황(동별)","","1881","1897",
"장위2동","등록외국인","고령자현황(동별)","","5","4",
"장위2동","남자","고령자현황(동별)","","3","3",
"장위2동","여자","고령자현황(동별)","","2","1",
"장위3동","전체인구","고령자현황(동별)","","15657","15602",
